Rep,Trtmt,Tray,Row,Col,Survival,RepTray,HvstDate,Lvs,WetWt,DryWt,WaterWt,Wilting,EstMeanLWt,EstMeanLDWt,EstMeanLWat
2,0,2,3,2,1,2-2,20-Sep-16,4,5.77,0.57,5.2,0,1.44,0.14,1.3
2,0,2,3,3,1,2-2,20-Sep-16,5,6.54,0.55,5.99,0,1.31,0.11,1.2
2,0,2,3,4,1,2-2,20-Sep-16,4,7,0.85,6.15,0,1.75,0.21,1.54
2,0,2,4,1,1,2-2,20-Sep-16,4,5.64,0.59,5.05,0,1.41,0.15,1.26
2,0,2,4,2,1,2-2,20-Sep-16,4,5.6,0.54,5.06,0,1.4,0.14,1.27
2,0,2,4,3,1,2-2,20-Sep-16,6,9.24,0.88,8.36,0,1.54,0.15,1.39
2,0,2,4,4,1,2-2,20-Sep-16,4,4.49,0.53,3.96,0,1.12,0.13,0.99
2,0,2,5,1,1,2-2,20-Sep-16,5,6.1,0.71,5.39,0,1.22,0.14,1.08
2,0,2,5,2,1,2-2,20-Sep-16,6,7.67,0.76,6.91,0,1.28,0.13,1.15
2,0,2,5,3,1,2-2,20-Sep-16,6,6.18,0.69,5.49,0,1.03,0.12,0.92
2,0,2,5,4,1,2-2,20-Sep-16,5,5.4,0.57,4.83,0,1.08,0.11,0.97
2,0,2,6,1,1,2-2,20-Sep-16,6,5.68,0.65,5.03,0,0.95,0.11,0.84
2,0,2,6,2,1,2-2,20-Sep-16,4,4.8,0.47,4.33,0,1.2,0.12,1.08
2,0,2,6,3,1,2-2,20-Sep-16,4,4.84,0.46,4.38,0,1.21,0.12,1.1
2,0,2,6,4,1,2-2,20-Sep-16,6,8.54,0.92,7.62,0,1.42,0.15,1.27
2,0,2,7,1,1,2-2,20-Sep-16,4,5.46,0.64,4.82,0,1.37,0.16,1.21
2,0,2,7,2,1,2-2,20-Sep-16,4,6.16,0.7,5.46,0,1.54,0.18,1.37
2,0,2,7,3,1,2-2,20-Sep-16,4,3.26,0.35,2.91,0,0.82,0.09,0.73
2,0,2,7,4,1,2-2,20-Sep-16,5,5.42,0.67,4.75,0,1.08,0.13,0.95
2,0,2,8,1,1,2-2,20-Sep-16,5,7.13,0.69,6.44,0,1.43,0.14,1.29
2,0,2,8,2,1,2-2,20-Sep-16,5,6.04,0.68,5.36,0,1.21,0.14,1.07
2,0,2,8,3,1,2-2,20-Sep-16,6,7.38,0.84,6.54,0,1.23,0.14,1.09
2,0,2,8,4,1,2-2,20-Sep-16,6,7.12,0.8,6.32,0,1.19,0.13,1.05
2,0,2,9,1,1,2-2,20-Sep-16,6,7.79,0.82,6.97,0,1.3,0.14,1.16
2,0,2,9,2,1,2-2,20-Sep-16,4,6.46,0.6,5.86,0,1.62,0.15,1.47
2,0,2,9,3,1,2-2,20-Sep-16,4,6.21,0.68,5.53,0,1.55,0.17,1.38
2,0,2,9,4,1,2-2,20-Sep-16,4,4.05,0.51,3.54,0,1.01,0.13,0.89
2,0,2,10,1,1,2-2,20-Sep-16,7,7.09,0.62,6.47,0,1.01,0.09,0.92
2,0,2,10,2,1,2-2,20-Sep-16,5,5.28,0.56,4.72,0,1.06,0.11,0.94
2,0,2,10,3,1,2-2,20-Sep-16,4,5.29,0.62,4.67,0,1.32,0.16,1.17
2,0,2,10,4,1,2-2,20-Sep-16,5,6.55,0.76,5.79,0,1.31,0.15,1.16
2,0,3,1,1,1,2-3,20-Sep-16,6,7.99,0.76,7.23,0,1.33,0.13,1.21
2,0,3,1,2,1,2-3,20-Sep-16,6,8,0.82,7.18,0,1.33,0.14,1.2
2,0,3,1,3,1,2-3,20-Sep-16,8,9.14,0.88,8.26,0,1.14,0.11,1.03
2,0,3,1,4,1,2-3,20-Sep-16,6,8.85,0.87,7.98,0,1.48,0.15,1.33
2,0,3,2,1,1,2-3,20-Sep-16,6,8.21,0.72,7.49,0,1.37,0.12,1.25
2,0,3,2,2,1,2-3,20-Sep-16,5,7.55,0.79,6.76,0,1.51,0.16,1.35
2,0,3,2,3,1,2-3,20-Sep-16,5,6.9,0.67,6.23,0,1.38,0.13,1.25
2,0,3,2,4,1,2-3,20-Sep-16,5,8.1,0.75,7.35,0,1.62,0.15,1.47
2,0,3,3,1,1,2-3,20-Sep-16,4,4.2,0.41,3.79,0,1.05,0.1,0.95
2,0,3,3,2,1,2-3,20-Sep-16,5,7.65,0.91,6.74,0,1.53,0.18,1.35
2,0,3,3,3,1,2-3,20-Sep-16,6,7.92,0.66,7.26,0,1.32,0.11,1.21
2,0,3,3,4,1,2-3,20-Sep-16,6,7.89,0.8,7.09,0,1.32,0.13,1.18
2,0,3,4,1,1,2-3,20-Sep-16,4,4.38,0.48,3.9,0,1.1,0.12,0.98
2,0,3,4,2,1,2-3,20-Sep-16,6,10.37,1.04,9.33,0,1.73,0.17,1.56
2,0,3,4,3,1,2-3,20-Sep-16,5,8.15,0.91,7.24,0,1.63,0.18,1.45
2,0,3,4,4,1,2-3,20-Sep-16,5,7.2,0.71,6.49,0,1.44,0.14,1.3
2,0,3,5,1,1,2-3,20-Sep-16,5,6.78,0.72,6.06,0,1.36,0.14,1.21
2,0,3,5,2,1,2-3,20-Sep-16,5,7.71,0.79,6.92,0,1.54,0.16,1.38
2,0,3,5,3,1,2-3,20-Sep-16,4,6.19,0.54,5.65,0,1.55,0.14,1.41
2,0,3,5,4,1,2-3,20-Sep-16,4,5.08,0.38,4.7,0,1.27,0.1,1.18
2,0,3,6,1,1,2-3,20-Sep-16,4,7.06,0.68,6.38,0,1.77,0.17,1.6
2,0,3,6,2,1,2-3,20-Sep-16,4,6.86,0.64,6.22,0,1.72,0.16,1.56
2,0,3,6,3,1,2-3,20-Sep-16,4,7.98,0.76,7.22,0,2,0.19,1.81
2,0,3,6,4,1,2-3,20-Sep-16,6,6.4,0.63,5.77,0,1.07,0.11,0.96
2,0,3,7,1,1,2-3,20-Sep-16,6,6.57,0.61,5.96,0,1.1,0.1,0.99
2,0,3,7,2,1,2-3,20-Sep-16,5,9.41,1.06,8.35,0,1.88,0.21,1.67
2,0,3,7,3,1,2-3,20-Sep-16,5,6.37,0.69,5.68,0,1.27,0.14,1.14
2,0,3,7,4,1,2-3,20-Sep-16,3,5.47,0.55,4.92,0,1.82,0.18,1.64
2,0,3,8,1,1,2-3,20-Sep-16,4,4.71,0.5,4.21,0,1.18,0.13,1.05
2,0,3,8,2,1,2-3,20-Sep-16,5,9.62,0.8,8.82,0,1.92,0.16,1.76
2,0,3,8,3,1,2-3,20-Sep-16,5,7.56,0.61,6.95,0,1.51,0.12,1.39
2,0,3,8,4,1,2-3,20-Sep-16,5,7.84,0.81,7.03,0,1.57,0.16,1.41
2,0,3,9,1,1,2-3,20-Sep-16,7,6.56,0.78,5.78,0,0.94,0.11,0.83
2,0,3,9,2,1,2-3,20-Sep-16,5,6.92,0.77,6.15,0,1.38,0.15,1.23
2,0,3,9,3,1,2-3,20-Sep-16,5,5.43,0.55,4.88,0,1.09,0.11,0.98
2,0,3,9,4,1,2-3,20-Sep-16,6,7.54,0.67,6.87,0,1.26,0.11,1.15
2,0,3,10,1,1,2-3,20-Sep-16,5,5.26,0.61,4.65,0,1.05,0.12,0.93
2,0,3,10,2,1,2-3,20-Sep-16,5,7.38,1.02,6.36,0,1.48,0.2,1.27
2,0,3,10,3,1,2-3,20-Sep-16,5,6.11,0.73,5.38,0,1.22,0.15,1.08
2,0,3,10,4,1,2-3,20-Sep-16,6,6.59,0.65,5.94,0,1.1,0.11,0.99
2,0.5,1,1,1,1,2-1,22-Sep-16,6,5.97,0.7,5.27,0,1,0.12,0.88
2,0.5,1,1,2,1,2-1,22-Sep-16,5,6.09,0.77,5.32,0,1.22,0.15,1.06
2,0.5,1,1,3,1,2-1,22-Sep-16,4,5.81,0.81,5,0,1.45,0.2,1.25
2,0.5,1,1,4,1,2-1,22-Sep-16,6,6.31,0.77,5.54,0,1.05,0.13,0.92
2,0.5,1,2,1,1,2-1,22-Sep-16,4,5.57,0.67,4.9,0,1.39,0.17,1.23
2,0.5,1,2,2,1,2-1,22-Sep-16,4,6.4,0.9,5.5,0,1.6,0.23,1.38
2,0.5,1,2,3,1,2-1,22-Sep-16,5,6.7,0.85,5.85,0,1.34,0.17,1.17
2,0.5,1,2,4,1,2-1,22-Sep-16,6,6.51,0.8,5.71,0,1.09,0.13,0.95
2,0.5,1,3,1,1,2-1,22-Sep-16,4,3.95,0.46,3.49,0,0.99,0.12,0.87
2,0.5,1,3,2,1,2-1,22-Sep-16,4,5.68,0.83,4.85,0,1.42,0.21,1.21
2,0.5,1,3,3,1,2-1,22-Sep-16,4,5.02,0.57,4.45,0,1.26,0.14,1.11
2,0.5,1,3,4,1,2-1,22-Sep-16,6,6.71,0.72,5.99,0,1.12,0.12,1
2,0.5,1,4,1,1,2-1,22-Sep-16,4,3.42,0.47,2.95,0,0.86,0.12,0.74
2,0.5,1,4,2,1,2-1,22-Sep-16,5,6.1,0.79,5.31,0,1.22,0.16,1.06
2,0.5,1,4,3,1,2-1,22-Sep-16,5,5.82,0.72,5.1,0,1.16,0.14,1.02
2,0.5,1,4,4,1,2-1,22-Sep-16,5,6.22,0.75,5.47,0,1.24,0.15,1.09
2,0.5,1,5,1,1,2-1,22-Sep-16,3,3.45,0.52,2.93,0,1.15,0.17,0.98
2,0.5,1,5,2,1,2-1,22-Sep-16,5,5.43,0.56,4.87,0,1.09,0.11,0.97
2,0.5,1,5,3,1,2-1,22-Sep-16,4,5.5,0.63,4.87,0,1.38,0.16,1.22
2,0.5,1,5,4,1,2-1,22-Sep-16,5,5.27,0.49,4.78,0,1.05,0.1,0.96
2,0.5,1,6,1,1,2-1,22-Sep-16,5,4.52,0.59,3.93,0,0.9,0.12,0.79
2,0.5,1,6,2,1,2-1,22-Sep-16,4,5.16,0.52,4.64,0,1.29,0.13,1.16
2,0.5,1,6,3,1,2-1,22-Sep-16,5,4.89,0.54,4.35,0,0.98,0.11,0.87
2,0.5,1,6,4,1,2-1,22-Sep-16,5,6.87,0.93,5.94,0,1.37,0.19,1.19
2,0.5,1,7,1,1,2-1,22-Sep-16,6,4.74,0.58,4.16,0,0.79,0.1,0.69
2,0.5,1,7,2,1,2-1,22-Sep-16,4,5.59,0.6,4.99,0,1.4,0.15,1.25
2,0.5,1,7,3,1,2-1,22-Sep-16,5,5.44,0.7,4.74,0,1.09,0.14,0.95
2,0.5,1,7,4,1,2-1,22-Sep-16,5,5.79,0.7,5.09,0,1.16,0.14,1.02
2,0.5,1,8,1,1,2-1,22-Sep-16,6,5.93,0.64,5.29,0,0.99,0.11,0.88
2,0.5,1,8,2,1,2-1,22-Sep-16,5,6.59,0.78,5.81,0,1.32,0.16,1.16
2,0.5,1,8,3,1,2-1,22-Sep-16,4,6.65,0.79,5.86,0,1.66,0.2,1.47
2,0.5,1,8,4,1,2-1,22-Sep-16,5,3.51,0.45,3.06,0,0.7,0.09,0.61
2,0.5,1,9,1,1,2-1,22-Sep-16,5,5,0.71,4.29,0,1,0.14,0.86
2,0.5,1,9,2,1,2-1,22-Sep-16,4,6.14,0.98,5.16,0,1.54,0.25,1.29
2,0.5,1,9,3,1,2-1,22-Sep-16,5,7.19,0.88,6.31,0,1.44,0.18,1.26
2,0.5,1,9,4,1,2-1,22-Sep-16,6,7.04,0.66,6.38,0,1.17,0.11,1.06
2,0.5,1,10,1,1,2-1,22-Sep-16,5,5.44,0.75,4.69,1,1.09,0.15,0.94
2,0.5,1,10,2,1,2-1,22-Sep-16,4,5.43,0.69,4.74,0,1.36,0.17,1.19
2,0.5,1,10,3,1,2-1,22-Sep-16,4,5.83,0.75,5.08,0,1.46,0.19,1.27
2,0.5,1,10,4,1,2-1,22-Sep-16,4,4.71,0.74,3.97,1,1.18,0.19,0.99
2,0.5,2,1,1,1,2-2,22-Sep-16,6,6.4,1.12,5.28,1,1.07,0.19,0.88
2,0.5,2,1,2,1,2-2,22-Sep-16,6,8.15,1.13,7.02,0,1.36,0.19,1.17
2,0.5,2,1,3,1,2-2,22-Sep-16,5,11.64,1.81,9.83,0,2.33,0.36,1.97
2,0.5,2,1,4,1,2-2,22-Sep-16,5,11.72,1.59,10.13,0,2.34,0.32,2.03
2,0.5,2,2,1,1,2-2,22-Sep-16,5,5.46,0.76,4.7,1,1.09,0.15,0.94
2,0.5,2,2,2,1,2-2,22-Sep-16,6,7.14,0.64,6.5,0,1.19,0.11,1.08
2,0.5,2,2,3,1,2-2,22-Sep-16,6,9.16,0.83,8.33,0,1.53,0.14,1.39
2,0.5,2,2,4,1,2-2,22-Sep-16,5,6.72,0.81,5.91,0,1.34,0.16,1.18
2,0.5,2,3,1,1,2-2,22-Sep-16,5,7.71,1,6.71,0,1.54,0.2,1.34
2,0.5,2,3,2,1,2-2,22-Sep-16,5,8.08,0.85,7.23,0,1.62,0.17,1.45
2,0.5,2,3,3,1,2-2,22-Sep-16,6,7.8,0.83,6.97,0,1.3,0.14,1.16
2,0.5,2,3,4,1,2-2,22-Sep-16,4,8.44,0.79,7.65,0,2.11,0.2,1.91
2,0.5,2,4,1,1,2-2,22-Sep-16,5,6.7,1.04,5.66,1,1.34,0.21,1.13
2,0.5,2,4,2,1,2-2,22-Sep-16,4,6.75,0.87,5.88,0,1.69,0.22,1.47
2,0.5,2,4,3,1,2-2,22-Sep-16,5,10.68,1.13,9.55,0,2.14,0.23,1.91
2,0.5,2,4,4,1,2-2,22-Sep-16,5,8.45,0.88,7.57,1,1.69,0.18,1.51
2,0.5,2,5,1,1,2-2,22-Sep-16,6,9.19,1.17,8.02,0,1.53,0.2,1.34
2,0.5,2,5,2,1,2-2,22-Sep-16,6,7.8,0.81,6.99,0,1.3,0.14,1.17
2,0.5,2,5,3,1,2-2,22-Sep-16,5,11.66,1.33,10.33,0,2.33,0.27,2.07
2,0.5,2,5,4,1,2-2,22-Sep-16,6,12,1.18,10.82,0,2,0.2,1.8
2,0.5,2,6,1,1,2-2,22-Sep-16,4,6.82,0.78,6.04,0,1.71,0.2,1.51
2,0.5,2,6,2,1,2-2,22-Sep-16,6,8.84,1.09,7.75,0,1.47,0.18,1.29
2,0.5,2,6,3,1,2-2,22-Sep-16,6,8.63,1.04,7.59,0,1.44,0.17,1.27
2,0.5,2,6,4,1,2-2,22-Sep-16,5,8.27,1.29,6.98,1,1.65,0.26,1.4
2,0.5,2,7,1,1,2-2,22-Sep-16,4,6.74,0.72,6.02,0,1.69,0.18,1.51
2,0.5,2,7,2,1,2-2,22-Sep-16,5,7.51,0.81,6.7,0,1.5,0.16,1.34
2,0.5,2,7,3,1,2-2,22-Sep-16,10,6.47,0.34,6.13,0,0.65,0.03,0.61
2,0.5,2,7,4,1,2-2,22-Sep-16,6,11.81,1.3,10.51,0,1.97,0.22,1.75
2,0.5,2,8,1,1,2-2,22-Sep-16,5,7.33,0.9,6.43,0,1.47,0.18,1.29
2,0.5,2,8,2,1,2-2,22-Sep-16,6,10.65,1.49,9.16,0,1.78,0.25,1.53
2,0.5,2,8,3,1,2-2,22-Sep-16,5,10.11,1.2,8.91,0,2.02,0.24,1.78
2,0.5,2,8,4,1,2-2,22-Sep-16,5,7.65,0.83,6.82,1,1.53,0.17,1.36
2,0.5,2,9,1,1,2-2,22-Sep-16,6,5.66,0.74,4.92,0,0.94,0.12,0.82
2,0.5,2,9,2,1,2-2,22-Sep-16,5,7.21,0.81,6.4,0,1.44,0.16,1.28
2,0.5,2,9,3,1,2-2,22-Sep-16,5,7.16,0.72,6.44,0,1.43,0.14,1.29
2,0.5,2,9,4,1,2-2,22-Sep-16,6,7.77,0.92,6.85,0,1.3,0.15,1.14
2,0.5,2,10,1,1,2-2,22-Sep-16,5,2.53,0.44,2.09,1,0.51,0.09,0.42
2,0.5,2,10,2,1,2-2,22-Sep-16,5,6.45,0.83,5.62,0,1.29,0.17,1.12
2,0.5,2,10,3,1,2-2,22-Sep-16,4,6.71,1.06,5.65,0,1.68,0.27,1.41
2,0.5,2,10,4,1,2-2,22-Sep-16,5,5.74,0.99,4.75,1,1.15,0.2,0.95
2,0.5,3,1,1,1,2-3,20-Sep-16,5,7.7,0.86,6.84,0,1.54,0.17,1.37
2,0.5,3,1,2,1,2-3,20-Sep-16,7,11.75,1.23,10.52,0,1.68,0.18,1.5
2,0.5,3,1,3,1,2-3,20-Sep-16,5,11.22,1.22,10,0,2.24,0.24,2
2,0.5,3,1,4,1,2-3,20-Sep-16,4,3.13,0.49,2.64,0,0.78,0.12,0.66
2,0.5,3,2,1,1,2-3,20-Sep-16,6,8.66,0.75,7.91,0,1.44,0.13,1.32
2,0.5,3,2,2,1,2-3,20-Sep-16,7,7.66,0.52,7.14,0,1.09,0.07,1.02
2,0.5,3,2,3,1,2-3,20-Sep-16,6,8.83,1,7.83,0,1.47,0.17,1.31
2,0.5,3,2,4,1,2-3,20-Sep-16,4,7.19,0.93,6.26,0,1.8,0.23,1.57
2,0.5,3,3,1,1,2-3,20-Sep-16,4,8.18,1.04,7.14,0,2.05,0.26,1.79
2,0.5,3,3,2,1,2-3,20-Sep-16,6,9.43,0.88,8.55,0,1.57,0.15,1.43
2,0.5,3,3,3,1,2-3,20-Sep-16,6,9.46,0.94,8.52,0,1.58,0.16,1.42
2,0.5,3,3,4,1,2-3,20-Sep-16,5,7.95,0.74,7.21,0,1.59,0.15,1.44
2,0.5,3,4,1,1,2-3,20-Sep-16,7,10.79,0.89,9.9,0,1.54,0.13,1.41
2,0.5,3,4,2,1,2-3,20-Sep-16,5,9.35,0.92,8.43,0,1.87,0.18,1.69
2,0.5,3,4,3,1,2-3,20-Sep-16,5,9.84,1.33,8.51,0,1.97,0.27,1.7
2,0.5,3,4,4,1,2-3,20-Sep-16,6,9.33,0.94,8.39,0,1.56,0.16,1.4
2,0.5,3,5,1,1,2-3,20-Sep-16,5,6.27,0.37,5.9,0,1.25,0.07,1.18
2,0.5,3,5,2,1,2-3,20-Sep-16,7,12.72,1.01,11.71,0,1.82,0.14,1.67
2,0.5,3,5,3,1,2-3,20-Sep-16,6,10.22,0.74,9.48,0,1.7,0.12,1.58
2,0.5,3,5,4,1,2-3,20-Sep-16,5,5.04,0.65,4.39,0,1.01,0.13,0.88
2,0.5,3,6,1,1,2-3,20-Sep-16,6,7.52,0.66,6.86,0,1.25,0.11,1.14
2,0.5,3,6,2,1,2-3,20-Sep-16,7,10.88,0.94,9.94,0,1.55,0.13,1.42
2,0.5,3,6,3,1,2-3,20-Sep-16,5,6.67,0.81,5.86,0,1.33,0.16,1.17
2,0.5,3,6,4,1,2-3,20-Sep-16,5,8.59,0.93,7.66,0,1.72,0.19,1.53
2,0.5,3,7,1,1,2-3,20-Sep-16,8,7.79,0.81,6.98,0,0.97,0.1,0.87
2,0.5,3,7,2,1,2-3,20-Sep-16,4,6.91,0.66,6.25,0,1.73,0.17,1.56
2,0.5,3,7,3,1,2-3,20-Sep-16,5,7.41,0.66,6.75,0,1.48,0.13,1.35
2,0.5,3,7,4,1,2-3,20-Sep-16,6,6.82,0.58,6.24,0,1.14,0.1,1.04
2,0.5,3,8,1,1,2-3,20-Sep-16,7,9.75,0.96,8.79,0,1.39,0.14,1.26
2,0.5,3,8,2,1,2-3,20-Sep-16,4,6.79,0.85,5.94,0,1.7,0.21,1.49
2,0.5,3,8,3,1,2-3,20-Sep-16,4,8.51,0.84,7.67,0,2.13,0.21,1.92
2,0.5,3,8,4,1,2-3,20-Sep-16,7,9.94,0.87,9.07,0,1.42,0.12,1.3
2,0.5,3,9,1,1,2-3,20-Sep-16,6,8.13,0.81,7.32,0,1.36,0.14,1.22
2,0.5,3,9,2,1,2-3,20-Sep-16,5,9.11,0.79,8.32,0,1.82,0.16,1.66
2,0.5,3,9,3,1,2-3,20-Sep-16,5,8.5,1,7.5,0,1.7,0.2,1.5
2,0.5,3,9,4,1,2-3,20-Sep-16,5,4.75,0.53,4.22,0,0.95,0.11,0.84
2,0.5,3,10,1,1,2-3,20-Sep-16,6,9.48,0.8,8.68,0,1.58,0.13,1.45
2,0.5,3,10,2,1,2-3,20-Sep-16,4,7.68,0.69,6.99,0,1.92,0.17,1.75
2,0.5,3,10,3,1,2-3,20-Sep-16,5,7.39,0.89,6.5,0,1.48,0.18,1.3
2,0.5,3,10,4,1,2-3,20-Sep-16,3,4.13,0.64,3.49,0,1.38,0.21,1.16
2,2,1,1,1,1,2-1,22-Sep-16,6,8.24,0.96,7.28,0,1.37,0.16,1.21
2,2,1,1,2,1,2-1,22-Sep-16,4,8.41,1.03,7.38,0,2.1,0.26,1.85
2,2,1,1,3,1,2-1,22-Sep-16,7,9.99,1.09,8.9,0,1.43,0.16,1.27
2,2,1,1,4,1,2-1,22-Sep-16,5,5.45,0.62,4.83,0,1.09,0.12,0.97
2,2,1,2,1,1,2-1,22-Sep-16,5,8.72,0.81,7.91,0,1.74,0.16,1.58
2,2,1,2,2,1,2-1,22-Sep-16,7,10.73,0.92,9.81,0,1.53,0.13,1.4
2,2,1,2,3,1,2-1,22-Sep-16,4,5.49,0.48,5.01,0,1.37,0.12,1.25
2,2,1,2,4,1,2-1,22-Sep-16,4,6.73,0.88,5.85,0,1.68,0.22,1.46
2,2,1,3,1,1,2-1,22-Sep-16,4,7.42,0.59,6.83,0,1.86,0.15,1.71
2,2,1,3,2,1,2-1,22-Sep-16,5,7.68,0.92,6.76,0,1.54,0.18,1.35
2,2,1,3,3,1,2-1,22-Sep-16,4,9.5,0.9,8.6,0,2.38,0.23,2.15
2,2,1,3,4,1,2-1,22-Sep-16,5,7.04,0.79,6.25,0,1.41,0.16,1.25
2,2,1,4,1,1,2-1,22-Sep-16,4,7.92,0.97,6.95,0,1.98,0.24,1.74
2,2,1,4,2,1,2-1,22-Sep-16,5,8.9,0.97,7.93,0,1.78,0.19,1.59
2,2,1,4,3,1,2-1,22-Sep-16,5,9.22,0.83,8.39,0,1.84,0.17,1.68
2,2,1,4,4,1,2-1,22-Sep-16,5,7.77,0.79,6.98,0,1.55,0.16,1.4
2,2,1,5,1,1,2-1,22-Sep-16,6,10.93,0.98,9.95,0,1.82,0.16,1.66
2,2,1,5,2,1,2-1,22-Sep-16,3,6.83,0.96,5.87,0,2.28,0.32,1.96
2,2,1,5,3,1,2-1,22-Sep-16,5,6.21,0.65,5.56,0,1.24,0.13,1.11
2,2,1,5,4,1,2-1,22-Sep-16,5,6.57,0.65,5.92,0,1.31,0.13,1.18
2,2,1,6,1,1,2-1,22-Sep-16,5,8.69,0.83,7.86,0,1.74,0.17,1.57
2,2,1,6,2,1,2-1,22-Sep-16,5,8.54,0.95,7.59,0,1.71,0.19,1.52
2,2,1,6,3,1,2-1,22-Sep-16,4,7.41,0.7,6.71,0,1.85,0.18,1.68
2,2,1,6,4,1,2-1,22-Sep-16,4,7.81,0.65,7.16,0,1.95,0.16,1.79
2,2,1,7,1,1,2-1,22-Sep-16,6,7.28,0.83,6.45,0,1.21,0.14,1.08
2,2,1,7,2,1,2-1,22-Sep-16,4,7.54,0.62,6.92,0,1.89,0.16,1.73
2,2,1,7,3,1,2-1,22-Sep-16,4,7.06,0.75,6.31,0,1.77,0.19,1.58
2,2,1,7,4,1,2-1,22-Sep-16,6,9.9,0.69,9.21,0,1.65,0.12,1.54
2,2,1,8,1,1,2-1,22-Sep-16,6,7.48,0.66,6.82,0,1.25,0.11,1.14
2,2,1,8,2,1,2-1,22-Sep-16,4,9.73,0.97,8.76,0,2.43,0.24,2.19
2,2,1,8,3,1,2-1,22-Sep-16,5,7.67,0.92,6.75,0,1.53,0.18,1.35
2,2,1,8,4,1,2-1,22-Sep-16,5,7.22,0.8,6.42,0,1.44,0.16,1.28
2,2,1,9,1,1,2-1,22-Sep-16,6,8.55,0.94,7.61,0,1.43,0.16,1.27
2,2,1,9,2,1,2-1,22-Sep-16,6,11.6,1.02,10.58,0,1.93,0.17,1.76
2,2,1,9,3,1,2-1,22-Sep-16,5,8.58,1.07,7.51,0,1.72,0.21,1.5
2,2,1,9,4,1,2-1,22-Sep-16,5,8.14,1.01,7.13,0,1.63,0.2,1.43
2,2,1,10,1,1,2-1,22-Sep-16,5,11.57,0.99,10.58,0,2.31,0.2,2.12
2,2,1,10,2,1,2-1,22-Sep-16,5,7.98,0.93,7.05,0,1.6,0.19,1.41
2,2,1,10,3,1,2-1,22-Sep-16,4,6.51,0.65,5.86,0,1.63,0.16,1.47
2,2,1,10,4,1,2-1,22-Sep-16,5,8.62,1.11,7.51,0,1.72,0.22,1.5
2,2,2,1,1,1,2-2,19-Sep-16,6,9.75,1.02,8.73,0,1.63,0.17,1.46
2,2,2,1,2,1,2-2,19-Sep-16,4,7.85,0.73,7.12,0,1.96,0.18,1.78
2,2,2,1,3,1,2-2,19-Sep-16,6,10.28,0.94,9.34,0,1.71,0.16,1.56
2,2,2,1,4,1,2-2,19-Sep-16,6,7.38,0.62,6.76,0,1.23,0.1,1.13
2,2,2,2,1,1,2-2,19-Sep-16,7,8.84,0.8,8.04,0,1.26,0.11,1.15
2,2,2,2,2,1,2-2,19-Sep-16,6,11.16,1.03,10.13,0,1.86,0.17,1.69
2,2,2,2,3,1,2-2,19-Sep-16,6,7.94,0.92,7.02,0,1.32,0.15,1.17
2,2,2,2,4,1,2-2,19-Sep-16,6,9.66,0.84,8.82,0,1.61,0.14,1.47
2,2,2,3,1,1,2-2,19-Sep-16,6,8.16,0.75,7.41,0,1.36,0.13,1.24
2,2,2,3,2,1,2-2,19-Sep-16,5,9.37,0.77,8.6,0,1.87,0.15,1.72
2,2,2,3,3,1,2-2,19-Sep-16,4,7.03,0.71,6.32,0,1.76,0.18,1.58
2,2,2,3,4,1,2-2,19-Sep-16,6,8.7,0.68,8.02,0,1.45,0.11,1.34
2,2,2,4,1,1,2-2,19-Sep-16,5,5.68,0.63,5.05,0,1.14,0.13,1.01
2,2,2,4,2,1,2-2,19-Sep-16,4,8.83,0.77,8.06,0,2.21,0.19,2.02
2,2,2,4,3,1,2-2,19-Sep-16,5,10.31,0.95,9.36,0,2.06,0.19,1.87
2,2,2,4,4,1,2-2,19-Sep-16,4,6.46,0.78,5.68,0,1.62,0.2,1.42
2,2,2,5,1,1,2-2,19-Sep-16,4,8.32,0.59,7.73,0,2.08,0.15,1.93
2,2,2,5,2,1,2-2,19-Sep-16,6,7.52,0.74,6.78,0,1.25,0.12,1.13
2,2,2,5,3,1,2-2,19-Sep-16,7,10.29,0.44,9.85,0,1.47,0.06,1.41
2,2,2,5,4,1,2-2,19-Sep-16,5,8.58,0.72,7.86,0,1.72,0.14,1.57
2,2,2,6,1,1,2-2,19-Sep-16,6,8.13,0.85,7.28,0,1.36,0.14,1.21
2,2,2,6,2,1,2-2,19-Sep-16,6,10.23,0.88,9.35,0,1.71,0.15,1.56
2,2,2,6,3,1,2-2,19-Sep-16,5,7.77,0.75,7.02,0,1.55,0.15,1.4
2,2,2,6,4,1,2-2,19-Sep-16,6,9.78,0.78,9,0,1.63,0.13,1.5
2,2,2,7,1,1,2-2,19-Sep-16,5,6.33,0.62,5.71,0,1.27,0.12,1.14
2,2,2,7,2,1,2-2,19-Sep-16,5,9.28,0.72,8.56,0,1.86,0.14,1.71
2,2,2,7,3,1,2-2,19-Sep-16,5,7.93,0.78,7.15,0,1.59,0.16,1.43
2,2,2,7,4,1,2-2,19-Sep-16,6,9.68,0.99,8.69,0,1.61,0.17,1.45
2,2,2,8,1,1,2-2,19-Sep-16,5,7.28,0.64,6.64,0,1.46,0.13,1.33
2,2,2,8,2,1,2-2,19-Sep-16,5,10.18,0.66,9.52,0,2.04,0.13,1.9
2,2,2,8,3,1,2-2,19-Sep-16,6,9.19,0.85,8.34,0,1.53,0.14,1.39
2,2,2,8,4,1,2-2,19-Sep-16,6,7.58,0.82,6.76,0,1.26,0.14,1.13
